Model Name,Batch Size,Learning Rate,Epochs,Best Epoch,Train Kappa,Train Accuracy,Train Precision,Train Recall,Train Loss,Val Kappa,Val Accuracy,Val Precision,Val Recall,Val Loss
./model_dual_run_Task B-resnet18 - Two Stage Training with APTOS.pth,32,0.0001,20,6,0.8595812245708048,0.7066666666666667,0.7064363042592707,0.7066666666666667,0.753297652068891,0.8310911808669657,0.675,0.6040346143038068,0.675,0.8835309616156987
./model_dual_run_Task B-resnet18 - Two Stage Training with APTOS.pth,32,0.0001,20,6,0.8595812245708048,0.7066666666666667,0.7064363042592707,0.7066666666666667,0.753297652068891,0.8310911808669657,0.675,0.6040346143038068,0.675,0.8835309616156987
