Model Name,Batch Size,Learning Rate,Epochs,Best Epoch,Train Kappa,Train Accuracy,Train Precision,Train Recall,Train Loss,Val Kappa,Val Accuracy,Val Precision,Val Recall,Val Loss
./model_dual_run_DL_FP_task B - run #1 - resnet18.pth,32,0.0001,20,16,0.8721059034224655,0.8184300341296928,0.8037178943295212,0.8184300341296928,0.4848778837400934,0.8542637799037982,0.7923497267759563,0.7729087852038671,0.7923497267759563,0.5502098252375921
./model_dual_run_DL_FP_task B - run #1 - resnet18.pth,32,0.0001,20,19,0.8526560834417626,0.8040955631399317,0.7855156716075317,0.8040955631399317,0.5009929220313611,0.8585895558809176,0.825136612021858,0.8036258118754152,0.825136612021858,0.4884817550579707
