Model Name,Batch Size,Learning Rate,Epochs,Best Epoch,Train Kappa,Train Accuracy,Train Precision,Train Recall,Train Loss,Val Kappa,Val Accuracy,Val Precision,Val Recall,Val Loss
./model_dual_run_DL_FP_task B - run #1 - vgg16.pth,32,0.0001,20,20,0.7978391704121103,0.7501706484641638,0.6991497175069911,0.7501706484641638,0.6433161782181781,0.8116836855853716,0.7650273224043715,0.7297602784283111,0.7650273224043715,0.6228860268990198
