Model Name,Batch Size,Learning Rate,Epochs,Best Epoch,Train Kappa,Train Accuracy,Train Precision,Train Recall,Train Loss,Val Kappa,Val Accuracy,Val Precision,Val Recall,Val Loss
./model_dual_run_taskB_APTOS.pth,32,0.0001,20,19,0.8577902749750033,0.8129692832764505,0.7715057576367838,0.8129692832764505,0.5272226838961892,0.8828134682916753,0.8306010928961749,0.8136784325308914,0.8306010928961749,0.4672421266635259
